date,nav,scheme_code,fund_name,fund_house
19-02-2026,162.32740,125494,SBI_Small_Cap,SBI Mutual Fund
18-02-2026,163.67570,125494,SBI_Small_Cap,SBI Mutual Fund
17-02-2026,163.18440,125494,SBI_Small_Cap,SBI Mutual Fund
16-02-2026,161.62560,125494,SBI_Small_Cap,SBI Mutual Fund
13-02-2026,162.84450,125494,SBI_Small_Cap,SBI Mutual Fund
12-02-2026,164.90680,125494,SBI_Small_Cap,SBI Mutual Fund
11-02-2026,165.03530,125494,SBI_Small_Cap,SBI Mutual Fund
10-02-2026,164.40630,125494,SBI_Small_Cap,SBI Mutual Fund
09-02-2026,163.93160,125494,SBI_Small_Cap,SBI Mutual Fund
06-02-2026,160.60060,125494,SBI_Small_Cap,SBI Mutual Fund
05-02-2026,161.53320,125494,SBI_Small_Cap,SBI Mutual Fund
04-02-2026,162.47850,125494,SBI_Small_Cap,SBI Mutual Fund
03-02-2026,162.41570,125494,SBI_Small_Cap,SBI Mutual Fund
02-02-2026,157.06180,125494,SBI_Small_Cap,SBI Mutual Fund
31-01-2026,159.46880,125494,SBI_Small_Cap,SBI Mutual Fund
30-01-2026,159.47330,125494,SBI_Small_Cap,SBI Mutual Fund
29-01-2026,156.55250,125494,SBI_Small_Cap,SBI Mutual Fund
28-01-2026,157.55350,125494,SBI_Small_Cap,SBI Mutual Fund
27-01-2026,156.22080,125494,SBI_Small_Cap,SBI Mutual Fund
23-01-2026,156.45420,125494,SBI_Small_Cap,SBI Mutual Fund
22-01-2026,159.02540,125494,SBI_Small_Cap,SBI Mutual Fund
21-01-2026,157.96570,125494,SBI_Small_Cap,SBI Mutual Fund
20-01-2026,158.23250,125494,SBI_Small_Cap,SBI Mutual Fund
19-01-2026,161.34200,125494,SBI_Small_Cap,SBI Mutual Fund
16-01-2026,162.71720,125494,SBI_Small_Cap,SBI Mutual Fund
14-01-2026,163.04270,125494,SBI_Small_Cap,SBI Mutual Fund
13-01-2026,163.32660,125494,SBI_Small_Cap,SBI Mutual Fund
12-01-2026,162.04580,125494,SBI_Small_Cap,SBI Mutual Fund
09-01-2026,162.85180,125494,SBI_Small_Cap,SBI Mutual Fund
08-01-2026,165.52150,125494,SBI_Small_Cap,SBI Mutual Fund
07-01-2026,168.27350,125494,SBI_Small_Cap,SBI Mutual Fund
06-01-2026,168.61270,125494,SBI_Small_Cap,SBI Mutual Fund
05-01-2026,169.20490,125494,SBI_Small_Cap,SBI Mutual Fund
02-01-2026,169.38640,125494,SBI_Small_Cap,SBI Mutual Fund
01-01-2026,168.57860,125494,SBI_Small_Cap,SBI Mutual Fund
31-12-2025,168.69620,125494,SBI_Small_Cap,SBI Mutual Fund
30-12-2025,167.11350,125494,SBI_Small_Cap,SBI Mutual Fund
29-12-2025,167.63170,125494,SBI_Small_Cap,SBI Mutual Fund
26-12-2025,167.68670,125494,SBI_Small_Cap,SBI Mutual Fund
24-12-2025,168.29820,125494,SBI_Small_Cap,SBI Mutual Fund
23-12-2025,168.28490,125494,SBI_Small_Cap,SBI Mutual Fund
22-12-2025,167.41120,125494,SBI_Small_Cap,SBI Mutual Fund
19-12-2025,166.42840,125494,SBI_Small_Cap,SBI Mutual Fund
18-12-2025,165.06180,125494,SBI_Small_Cap,SBI Mutual Fund
17-12-2025,165.51850,125494,SBI_Small_Cap,SBI Mutual Fund
16-12-2025,166.61270,125494,SBI_Small_Cap,SBI Mutual Fund
15-12-2025,168.20000,125494,SBI_Small_Cap,SBI Mutual Fund
12-12-2025,167.51920,125494,SBI_Small_Cap,SBI Mutual Fund
11-12-2025,166.78920,125494,SBI_Small_Cap,SBI Mutual Fund
10-12-2025,166.58440,125494,SBI_Small_Cap,SBI Mutual Fund
09-12-2025,166.67670,125494,SBI_Small_Cap,SBI Mutual Fund
08-12-2025,165.63670,125494,SBI_Small_Cap,SBI Mutual Fund
05-12-2025,168.24920,125494,SBI_Small_Cap,SBI Mutual Fund
04-12-2025,168.52720,125494,SBI_Small_Cap,SBI Mutual Fund
03-12-2025,169.29380,125494,SBI_Small_Cap,SBI Mutual Fund
02-12-2025,169.38110,125494,SBI_Small_Cap,SBI Mutual Fund
01-12-2025,170.19630,125494,SBI_Small_Cap,SBI Mutual Fund
30-11-2025,169.86600,125494,SBI_Small_Cap,SBI Mutual Fund
28-11-2025,169.87320,125494,SBI_Small_Cap,SBI Mutual Fund
27-11-2025,170.02580,125494,SBI_Small_Cap,SBI Mutual Fund
26-11-2025,170.64520,125494,SBI_Small_Cap,SBI Mutual Fund
25-11-2025,169.21020,125494,SBI_Small_Cap,SBI Mutual Fund
24-11-2025,168.95700,125494,SBI_Small_Cap,SBI Mutual Fund
21-11-2025,169.26660,125494,SBI_Small_Cap,SBI Mutual Fund
20-11-2025,170.85770,125494,SBI_Small_Cap,SBI Mutual Fund
19-11-2025,171.25780,125494,SBI_Small_Cap,SBI Mutual Fund
18-11-2025,171.62740,125494,SBI_Small_Cap,SBI Mutual Fund
17-11-2025,172.47950,125494,SBI_Small_Cap,SBI Mutual Fund
14-11-2025,171.74710,125494,SBI_Small_Cap,SBI Mutual Fund
13-11-2025,171.29670,125494,SBI_Small_Cap,SBI Mutual Fund
12-11-2025,171.59470,125494,SBI_Small_Cap,SBI Mutual Fund
11-11-2025,171.21900,125494,SBI_Small_Cap,SBI Mutual Fund
10-11-2025,171.04550,125494,SBI_Small_Cap,SBI Mutual Fund
07-11-2025,171.98940,125494,SBI_Small_Cap,SBI Mutual Fund
06-11-2025,172.41880,125494,SBI_Small_Cap,SBI Mutual Fund
04-11-2025,174.74920,125494,SBI_Small_Cap,SBI Mutual Fund
03-11-2025,175.19160,125494,SBI_Small_Cap,SBI Mutual Fund
31-10-2025,174.20290,125494,SBI_Small_Cap,SBI Mutual Fund
30-10-2025,174.81280,125494,SBI_Small_Cap,SBI Mutual Fund
29-10-2025,175.26910,125494,SBI_Small_Cap,SBI Mutual Fund
28-10-2025,174.92190,125494,SBI_Small_Cap,SBI Mutual Fund
27-10-2025,174.19490,125494,SBI_Small_Cap,SBI Mutual Fund
24-10-2025,172.99890,125494,SBI_Small_Cap,SBI Mutual Fund
23-10-2025,173.29970,125494,SBI_Small_Cap,SBI Mutual Fund
20-10-2025,172.24200,125494,SBI_Small_Cap,SBI Mutual Fund
17-10-2025,171.88870,125494,SBI_Small_Cap,SBI Mutual Fund
16-10-2025,171.75700,125494,SBI_Small_Cap,SBI Mutual Fund
15-10-2025,169.79680,125494,SBI_Small_Cap,SBI Mutual Fund
14-10-2025,168.66460,125494,SBI_Small_Cap,SBI Mutual Fund
13-10-2025,169.66170,125494,SBI_Small_Cap,SBI Mutual Fund
10-10-2025,170.18060,125494,SBI_Small_Cap,SBI Mutual Fund
09-10-2025,170.11390,125494,SBI_Small_Cap,SBI Mutual Fund
08-10-2025,170.83380,125494,SBI_Small_Cap,SBI Mutual Fund
07-10-2025,171.33540,125494,SBI_Small_Cap,SBI Mutual Fund
06-10-2025,171.44290,125494,SBI_Small_Cap,SBI Mutual Fund
03-10-2025,171.23470,125494,SBI_Small_Cap,SBI Mutual Fund
01-10-2025,170.18590,125494,SBI_Small_Cap,SBI Mutual Fund
30-09-2025,169.13990,125494,SBI_Small_Cap,SBI Mutual Fund
26-09-2025,169.34250,125494,SBI_Small_Cap,SBI Mutual Fund
25-09-2025,172.17960,125494,SBI_Small_Cap,SBI Mutual Fund
24-09-2025,173.52830,125494,SBI_Small_Cap,SBI Mutual Fund
23-09-2025,174.03050,125494,SBI_Small_Cap,SBI Mutual Fund
22-09-2025,174.72960,125494,SBI_Small_Cap,SBI Mutual Fund
19-09-2025,175.65960,125494,SBI_Small_Cap,SBI Mutual Fund
18-09-2025,175.87190,125494,SBI_Small_Cap,SBI Mutual Fund
17-09-2025,176.11610,125494,SBI_Small_Cap,SBI Mutual Fund
16-09-2025,175.56120,125494,SBI_Small_Cap,SBI Mutual Fund
15-09-2025,174.62030,125494,SBI_Small_Cap,SBI Mutual Fund
12-09-2025,173.73750,125494,SBI_Small_Cap,SBI Mutual Fund
11-09-2025,173.66460,125494,SBI_Small_Cap,SBI Mutual Fund
10-09-2025,173.42760,125494,SBI_Small_Cap,SBI Mutual Fund
09-09-2025,173.02740,125494,SBI_Small_Cap,SBI Mutual Fund
08-09-2025,172.33620,125494,SBI_Small_Cap,SBI Mutual Fund
05-09-2025,172.47530,125494,SBI_Small_Cap,SBI Mutual Fund
04-09-2025,172.56200,125494,SBI_Small_Cap,SBI Mutual Fund
03-09-2025,172.51690,125494,SBI_Small_Cap,SBI Mutual Fund
02-09-2025,171.30240,125494,SBI_Small_Cap,SBI Mutual Fund
01-09-2025,170.86760,125494,SBI_Small_Cap,SBI Mutual Fund
31-08-2025,169.14250,125494,SBI_Small_Cap,SBI Mutual Fund
29-08-2025,169.14980,125494,SBI_Small_Cap,SBI Mutual Fund
28-08-2025,169.79630,125494,SBI_Small_Cap,SBI Mutual Fund
26-08-2025,170.76900,125494,SBI_Small_Cap,SBI Mutual Fund
25-08-2025,173.55450,125494,SBI_Small_Cap,SBI Mutual Fund
22-08-2025,173.85900,125494,SBI_Small_Cap,SBI Mutual Fund
21-08-2025,174.68350,125494,SBI_Small_Cap,SBI Mutual Fund
20-08-2025,173.63290,125494,SBI_Small_Cap,SBI Mutual Fund
19-08-2025,172.93060,125494,SBI_Small_Cap,SBI Mutual Fund
18-08-2025,171.95770,125494,SBI_Small_Cap,SBI Mutual Fund
14-08-2025,168.91040,125494,SBI_Small_Cap,SBI Mutual Fund
13-08-2025,168.48560,125494,SBI_Small_Cap,SBI Mutual Fund
12-08-2025,168.29970,125494,SBI_Small_Cap,SBI Mutual Fund
11-08-2025,168.69960,125494,SBI_Small_Cap,SBI Mutual Fund
08-08-2025,167.66220,125494,SBI_Small_Cap,SBI Mutual Fund
07-08-2025,168.58210,125494,SBI_Small_Cap,SBI Mutual Fund
06-08-2025,169.08320,125494,SBI_Small_Cap,SBI Mutual Fund
05-08-2025,170.30770,125494,SBI_Small_Cap,SBI Mutual Fund
04-08-2025,170.90600,125494,SBI_Small_Cap,SBI Mutual Fund
01-08-2025,170.30720,125494,SBI_Small_Cap,SBI Mutual Fund
31-07-2025,172.52490,125494,SBI_Small_Cap,SBI Mutual Fund
30-07-2025,173.36910,125494,SBI_Small_Cap,SBI Mutual Fund
29-07-2025,172.81740,125494,SBI_Small_Cap,SBI Mutual Fund
28-07-2025,172.51400,125494,SBI_Small_Cap,SBI Mutual Fund
25-07-2025,174.24890,125494,SBI_Small_Cap,SBI Mutual Fund
24-07-2025,177.12400,125494,SBI_Small_Cap,SBI Mutual Fund
23-07-2025,178.16200,125494,SBI_Small_Cap,SBI Mutual Fund
22-07-2025,177.70040,125494,SBI_Small_Cap,SBI Mutual Fund
21-07-2025,178.08130,125494,SBI_Small_Cap,SBI Mutual Fund
18-07-2025,178.29670,125494,SBI_Small_Cap,SBI Mutual Fund
17-07-2025,179.05990,125494,SBI_Small_Cap,SBI Mutual Fund
16-07-2025,177.99700,125494,SBI_Small_Cap,SBI Mutual Fund
15-07-2025,178.21370,125494,SBI_Small_Cap,SBI Mutual Fund
14-07-2025,176.55030,125494,SBI_Small_Cap,SBI Mutual Fund
11-07-2025,175.89940,125494,SBI_Small_Cap,SBI Mutual Fund
10-07-2025,176.19880,125494,SBI_Small_Cap,SBI Mutual Fund
09-07-2025,175.96690,125494,SBI_Small_Cap,SBI Mutual Fund
08-07-2025,175.19370,125494,SBI_Small_Cap,SBI Mutual Fund
07-07-2025,175.09610,125494,SBI_Small_Cap,SBI Mutual Fund
04-07-2025,175.41630,125494,SBI_Small_Cap,SBI Mutual Fund
03-07-2025,174.84530,125494,SBI_Small_Cap,SBI Mutual Fund
02-07-2025,174.25690,125494,SBI_Small_Cap,SBI Mutual Fund
01-07-2025,175.07060,125494,SBI_Small_Cap,SBI Mutual Fund
30-06-2025,175.11870,125494,SBI_Small_Cap,SBI Mutual Fund
27-06-2025,173.16430,125494,SBI_Small_Cap,SBI Mutual Fund
26-06-2025,172.43360,125494,SBI_Small_Cap,SBI Mutual Fund
25-06-2025,172.62300,125494,SBI_Small_Cap,SBI Mutual Fund
24-06-2025,170.04190,125494,SBI_Small_Cap,SBI Mutual Fund
23-06-2025,168.72510,125494,SBI_Small_Cap,SBI Mutual Fund
20-06-2025,168.39970,125494,SBI_Small_Cap,SBI Mutual Fund
19-06-2025,168.02440,125494,SBI_Small_Cap,SBI Mutual Fund
18-06-2025,170.29870,125494,SBI_Small_Cap,SBI Mutual Fund
17-06-2025,170.08220,125494,SBI_Small_Cap,SBI Mutual Fund
16-06-2025,169.92360,125494,SBI_Small_Cap,SBI Mutual Fund
13-06-2025,169.54950,125494,SBI_Small_Cap,SBI Mutual Fund
12-06-2025,169.94330,125494,SBI_Small_Cap,SBI Mutual Fund
11-06-2025,171.69610,125494,SBI_Small_Cap,SBI Mutual Fund
10-06-2025,171.70440,125494,SBI_Small_Cap,SBI Mutual Fund
09-06-2025,171.62670,125494,SBI_Small_Cap,SBI Mutual Fund
06-06-2025,170.07300,125494,SBI_Small_Cap,SBI Mutual Fund
05-06-2025,169.22460,125494,SBI_Small_Cap,SBI Mutual Fund
04-06-2025,169.10780,125494,SBI_Small_Cap,SBI Mutual Fund
03-06-2025,169.13950,125494,SBI_Small_Cap,SBI Mutual Fund
02-06-2025,168.84450,125494,SBI_Small_Cap,SBI Mutual Fund
31-05-2025,168.55890,125494,SBI_Small_Cap,SBI Mutual Fund
30-05-2025,168.56180,125494,SBI_Small_Cap,SBI Mutual Fund
29-05-2025,168.40250,125494,SBI_Small_Cap,SBI Mutual Fund
28-05-2025,168.18040,125494,SBI_Small_Cap,SBI Mutual Fund
27-05-2025,167.71130,125494,SBI_Small_Cap,SBI Mutual Fund
26-05-2025,167.99530,125494,SBI_Small_Cap,SBI Mutual Fund
23-05-2025,166.89690,125494,SBI_Small_Cap,SBI Mutual Fund
22-05-2025,166.45200,125494,SBI_Small_Cap,SBI Mutual Fund
21-05-2025,166.49180,125494,SBI_Small_Cap,SBI Mutual Fund
20-05-2025,166.40060,125494,SBI_Small_Cap,SBI Mutual Fund
19-05-2025,168.01420,125494,SBI_Small_Cap,SBI Mutual Fund
16-05-2025,166.75960,125494,SBI_Small_Cap,SBI Mutual Fund
15-05-2025,166.07850,125494,SBI_Small_Cap,SBI Mutual Fund
14-05-2025,164.82970,125494,SBI_Small_Cap,SBI Mutual Fund
13-05-2025,162.71540,125494,SBI_Small_Cap,SBI Mutual Fund
12-05-2025,162.36870,125494,SBI_Small_Cap,SBI Mutual Fund
09-05-2025,157.81870,125494,SBI_Small_Cap,SBI Mutual Fund
08-05-2025,158.61630,125494,SBI_Small_Cap,SBI Mutual Fund
07-05-2025,159.75780,125494,SBI_Small_Cap,SBI Mutual Fund
06-05-2025,158.32550,125494,SBI_Small_Cap,SBI Mutual Fund
05-05-2025,160.77650,125494,SBI_Small_Cap,SBI Mutual Fund
02-05-2025,159.04260,125494,SBI_Small_Cap,SBI Mutual Fund
30-04-2025,159.20450,125494,SBI_Small_Cap,SBI Mutual Fund
29-04-2025,161.50400,125494,SBI_Small_Cap,SBI Mutual Fund
28-04-2025,161.79100,125494,SBI_Small_Cap,SBI Mutual Fund
25-04-2025,161.44420,125494,SBI_Small_Cap,SBI Mutual Fund
24-04-2025,164.12290,125494,SBI_Small_Cap,SBI Mutual Fund
23-04-2025,164.16840,125494,SBI_Small_Cap,SBI Mutual Fund
22-04-2025,164.14390,125494,SBI_Small_Cap,SBI Mutual Fund
21-04-2025,162.96500,125494,SBI_Small_Cap,SBI Mutual Fund
17-04-2025,160.69060,125494,SBI_Small_Cap,SBI Mutual Fund
16-04-2025,159.98140,125494,SBI_Small_Cap,SBI Mutual Fund
15-04-2025,158.92460,125494,SBI_Small_Cap,SBI Mutual Fund
11-04-2025,155.34000,125494,SBI_Small_Cap,SBI Mutual Fund
09-04-2025,151.88180,125494,SBI_Small_Cap,SBI Mutual Fund
08-04-2025,152.95170,125494,SBI_Small_Cap,SBI Mutual Fund
07-04-2025,150.56690,125494,SBI_Small_Cap,SBI Mutual Fund
04-04-2025,154.95070,125494,SBI_Small_Cap,SBI Mutual Fund
03-04-2025,158.57690,125494,SBI_Small_Cap,SBI Mutual Fund
02-04-2025,158.12810,125494,SBI_Small_Cap,SBI Mutual Fund
01-04-2025,156.20740,125494,SBI_Small_Cap,SBI Mutual Fund
31-03-2025,156.43500,125494,SBI_Small_Cap,SBI Mutual Fund
28-03-2025,156.43900,125494,SBI_Small_Cap,SBI Mutual Fund
27-03-2025,156.52910,125494,SBI_Small_Cap,SBI Mutual Fund
26-03-2025,156.71530,125494,SBI_Small_Cap,SBI Mutual Fund
25-03-2025,158.72360,125494,SBI_Small_Cap,SBI Mutual Fund
24-03-2025,159.17630,125494,SBI_Small_Cap,SBI Mutual Fund
21-03-2025,157.62150,125494,SBI_Small_Cap,SBI Mutual Fund
20-03-2025,155.32730,125494,SBI_Small_Cap,SBI Mutual Fund
19-03-2025,154.47410,125494,SBI_Small_Cap,SBI Mutual Fund
18-03-2025,152.75050,125494,SBI_Small_Cap,SBI Mutual Fund
17-03-2025,149.71730,125494,SBI_Small_Cap,SBI Mutual Fund
13-03-2025,149.38310,125494,SBI_Small_Cap,SBI Mutual Fund
12-03-2025,149.79590,125494,SBI_Small_Cap,SBI Mutual Fund
11-03-2025,149.71070,125494,SBI_Small_Cap,SBI Mutual Fund
10-03-2025,150.65700,125494,SBI_Small_Cap,SBI Mutual Fund
07-03-2025,152.20830,125494,SBI_Small_Cap,SBI Mutual Fund
06-03-2025,151.69290,125494,SBI_Small_Cap,SBI Mutual Fund
05-03-2025,149.49000,125494,SBI_Small_Cap,SBI Mutual Fund
04-03-2025,146.75520,125494,SBI_Small_Cap,SBI Mutual Fund
03-03-2025,145.98870,125494,SBI_Small_Cap,SBI Mutual Fund
28-02-2025,146.64600,125494,SBI_Small_Cap,SBI Mutual Fund
27-02-2025,148.40330,125494,SBI_Small_Cap,SBI Mutual Fund
25-02-2025,149.55080,125494,SBI_Small_Cap,SBI Mutual Fund
24-02-2025,149.94980,125494,SBI_Small_Cap,SBI Mutual Fund
21-02-2025,151.85990,125494,SBI_Small_Cap,SBI Mutual Fund
20-02-2025,152.32910,125494,SBI_Small_Cap,SBI Mutual Fund
19-02-2025,151.56910,125494,SBI_Small_Cap,SBI Mutual Fund
18-02-2025,149.62700,125494,SBI_Small_Cap,SBI Mutual Fund
17-02-2025,151.35510,125494,SBI_Small_Cap,SBI Mutual Fund
14-02-2025,152.33180,125494,SBI_Small_Cap,SBI Mutual Fund
13-02-2025,155.42130,125494,SBI_Small_Cap,SBI Mutual Fund
12-02-2025,156.16690,125494,SBI_Small_Cap,SBI Mutual Fund
11-02-2025,156.82190,125494,SBI_Small_Cap,SBI Mutual Fund
10-02-2025,160.93470,125494,SBI_Small_Cap,SBI Mutual Fund
07-02-2025,163.67030,125494,SBI_Small_Cap,SBI Mutual Fund
06-02-2025,165.09830,125494,SBI_Small_Cap,SBI Mutual Fund
05-02-2025,164.90720,125494,SBI_Small_Cap,SBI Mutual Fund
04-02-2025,164.68240,125494,SBI_Small_Cap,SBI Mutual Fund
03-02-2025,163.67630,125494,SBI_Small_Cap,SBI Mutual Fund
31-01-2025,163.07760,125494,SBI_Small_Cap,SBI Mutual Fund
30-01-2025,161.37570,125494,SBI_Small_Cap,SBI Mutual Fund
29-01-2025,161.84090,125494,SBI_Small_Cap,SBI Mutual Fund
28-01-2025,157.91800,125494,SBI_Small_Cap,SBI Mutual Fund
27-01-2025,158.93300,125494,SBI_Small_Cap,SBI Mutual Fund
24-01-2025,162.17800,125494,SBI_Small_Cap,SBI Mutual Fund
23-01-2025,164.60970,125494,SBI_Small_Cap,SBI Mutual Fund
22-01-2025,164.07840,125494,SBI_Small_Cap,SBI Mutual Fund
21-01-2025,165.87050,125494,SBI_Small_Cap,SBI Mutual Fund
20-01-2025,168.36640,125494,SBI_Small_Cap,SBI Mutual Fund
17-01-2025,167.21810,125494,SBI_Small_Cap,SBI Mutual Fund
16-01-2025,168.09860,125494,SBI_Small_Cap,SBI Mutual Fund
15-01-2025,167.00110,125494,SBI_Small_Cap,SBI Mutual Fund
14-01-2025,166.25800,125494,SBI_Small_Cap,SBI Mutual Fund
13-01-2025,164.97310,125494,SBI_Small_Cap,SBI Mutual Fund
10-01-2025,170.36050,125494,SBI_Small_Cap,SBI Mutual Fund
09-01-2025,173.26360,125494,SBI_Small_Cap,SBI Mutual Fund
08-01-2025,174.76930,125494,SBI_Small_Cap,SBI Mutual Fund
07-01-2025,176.88170,125494,SBI_Small_Cap,SBI Mutual Fund
06-01-2025,175.50130,125494,SBI_Small_Cap,SBI Mutual Fund
03-01-2025,179.74080,125494,SBI_Small_Cap,SBI Mutual Fund
02-01-2025,179.93010,125494,SBI_Small_Cap,SBI Mutual Fund
01-01-2025,179.10510,125494,SBI_Small_Cap,SBI Mutual Fund
31-12-2024,177.36400,125494,SBI_Small_Cap,SBI Mutual Fund
30-12-2024,176.42220,125494,SBI_Small_Cap,SBI Mutual Fund
27-12-2024,177.60030,125494,SBI_Small_Cap,SBI Mutual Fund
26-12-2024,176.63590,125494,SBI_Small_Cap,SBI Mutual Fund
24-12-2024,177.29480,125494,SBI_Small_Cap,SBI Mutual Fund
23-12-2024,177.22160,125494,SBI_Small_Cap,SBI Mutual Fund
20-12-2024,179.02640,125494,SBI_Small_Cap,SBI Mutual Fund
19-12-2024,182.82230,125494,SBI_Small_Cap,SBI Mutual Fund
18-12-2024,183.46130,125494,SBI_Small_Cap,SBI Mutual Fund
17-12-2024,183.68100,125494,SBI_Small_Cap,SBI Mutual Fund
16-12-2024,184.37670,125494,SBI_Small_Cap,SBI Mutual Fund
13-12-2024,183.98130,125494,SBI_Small_Cap,SBI Mutual Fund
12-12-2024,183.69230,125494,SBI_Small_Cap,SBI Mutual Fund
11-12-2024,184.88460,125494,SBI_Small_Cap,SBI Mutual Fund
10-12-2024,184.62990,125494,SBI_Small_Cap,SBI Mutual Fund
09-12-2024,183.69030,125494,SBI_Small_Cap,SBI Mutual Fund
06-12-2024,182.52720,125494,SBI_Small_Cap,SBI Mutual Fund
05-12-2024,181.81490,125494,SBI_Small_Cap,SBI Mutual Fund
04-12-2024,181.74600,125494,SBI_Small_Cap,SBI Mutual Fund
03-12-2024,180.63860,125494,SBI_Small_Cap,SBI Mutual Fund
02-12-2024,178.40450,125494,SBI_Small_Cap,SBI Mutual Fund
30-11-2024,178.55770,125494,SBI_Small_Cap,SBI Mutual Fund
29-11-2024,178.56150,125494,SBI_Small_Cap,SBI Mutual Fund
28-11-2024,177.66510,125494,SBI_Small_Cap,SBI Mutual Fund
