date,nav,scheme_code,fund_name,fund_house
04-03-2026,177.99610,125497,HDFC_Top_100,SBI Mutual Fund
02-03-2026,181.31750,125497,HDFC_Top_100,SBI Mutual Fund
28-02-2026,184.75790,125497,HDFC_Top_100,SBI Mutual Fund
27-02-2026,184.75810,125497,HDFC_Top_100,SBI Mutual Fund
26-02-2026,186.09500,125497,HDFC_Top_100,SBI Mutual Fund
25-02-2026,186.04880,125497,HDFC_Top_100,SBI Mutual Fund
24-02-2026,186.20800,125497,HDFC_Top_100,SBI Mutual Fund
23-02-2026,187.57210,125497,HDFC_Top_100,SBI Mutual Fund
20-02-2026,186.22280,125497,HDFC_Top_100,SBI Mutual Fund
19-02-2026,186.66660,125497,HDFC_Top_100,SBI Mutual Fund
18-02-2026,188.21280,125497,HDFC_Top_100,SBI Mutual Fund
17-02-2026,187.64370,125497,HDFC_Top_100,SBI Mutual Fund
16-02-2026,185.84710,125497,HDFC_Top_100,SBI Mutual Fund
13-02-2026,187.23600,125497,HDFC_Top_100,SBI Mutual Fund
12-02-2026,189.60290,125497,HDFC_Top_100,SBI Mutual Fund
11-02-2026,189.74640,125497,HDFC_Top_100,SBI Mutual Fund
10-02-2026,189.01900,125497,HDFC_Top_100,SBI Mutual Fund
09-02-2026,188.46900,125497,HDFC_Top_100,SBI Mutual Fund
06-02-2026,184.62700,125497,HDFC_Top_100,SBI Mutual Fund
05-02-2026,185.69490,125497,HDFC_Top_100,SBI Mutual Fund
04-02-2026,186.77740,125497,HDFC_Top_100,SBI Mutual Fund
03-02-2026,186.70090,125497,HDFC_Top_100,SBI Mutual Fund
02-02-2026,180.54240,125497,HDFC_Top_100,SBI Mutual Fund
31-01-2026,183.30100,125497,HDFC_Top_100,SBI Mutual Fund
30-01-2026,183.30210,125497,HDFC_Top_100,SBI Mutual Fund
29-01-2026,179.94080,125497,HDFC_Top_100,SBI Mutual Fund
28-01-2026,181.08730,125497,HDFC_Top_100,SBI Mutual Fund
27-01-2026,179.55150,125497,HDFC_Top_100,SBI Mutual Fund
23-01-2026,179.80350,125497,HDFC_Top_100,SBI Mutual Fund
22-01-2026,182.75440,125497,HDFC_Top_100,SBI Mutual Fund
21-01-2026,181.53250,125497,HDFC_Top_100,SBI Mutual Fund
20-01-2026,181.83500,125497,HDFC_Top_100,SBI Mutual Fund
19-01-2026,185.40420,125497,HDFC_Top_100,SBI Mutual Fund
16-01-2026,186.97190,125497,HDFC_Top_100,SBI Mutual Fund
14-01-2026,187.33750,125497,HDFC_Top_100,SBI Mutual Fund
13-01-2026,187.65940,125497,HDFC_Top_100,SBI Mutual Fund
12-01-2026,186.18370,125497,HDFC_Top_100,SBI Mutual Fund
09-01-2026,187.09710,125497,HDFC_Top_100,SBI Mutual Fund
08-01-2026,190.16000,125497,HDFC_Top_100,SBI Mutual Fund
07-01-2026,193.31730,125497,HDFC_Top_100,SBI Mutual Fund
06-01-2026,193.70270,125497,HDFC_Top_100,SBI Mutual Fund
05-01-2026,194.37860,125497,HDFC_Top_100,SBI Mutual Fund
02-01-2026,194.57400,125497,HDFC_Top_100,SBI Mutual Fund
01-01-2026,193.64170,125497,HDFC_Top_100,SBI Mutual Fund
31-12-2025,193.77240,125497,HDFC_Top_100,SBI Mutual Fund
30-12-2025,191.95010,125497,HDFC_Top_100,SBI Mutual Fund
29-12-2025,192.54100,125497,HDFC_Top_100,SBI Mutual Fund
26-12-2025,192.59130,125497,HDFC_Top_100,SBI Mutual Fund
24-12-2025,193.28480,125497,HDFC_Top_100,SBI Mutual Fund
23-12-2025,193.26520,125497,HDFC_Top_100,SBI Mutual Fund
22-12-2025,192.25730,125497,HDFC_Top_100,SBI Mutual Fund
19-12-2025,191.11570,125497,HDFC_Top_100,SBI Mutual Fund
18-12-2025,189.54200,125497,HDFC_Top_100,SBI Mutual Fund
17-12-2025,190.06210,125497,HDFC_Top_100,SBI Mutual Fund
16-12-2025,191.31430,125497,HDFC_Top_100,SBI Mutual Fund
15-12-2025,193.13250,125497,HDFC_Top_100,SBI Mutual Fund
12-12-2025,192.33770,125497,HDFC_Top_100,SBI Mutual Fund
11-12-2025,191.49520,125497,HDFC_Top_100,SBI Mutual Fund
10-12-2025,191.25570,125497,HDFC_Top_100,SBI Mutual Fund
09-12-2025,191.35730,125497,HDFC_Top_100,SBI Mutual Fund
08-12-2025,190.15910,125497,HDFC_Top_100,SBI Mutual Fund
05-12-2025,193.14510,125497,HDFC_Top_100,SBI Mutual Fund
04-12-2025,193.45990,125497,HDFC_Top_100,SBI Mutual Fund
03-12-2025,194.33550,125497,HDFC_Top_100,SBI Mutual Fund
02-12-2025,194.43120,125497,HDFC_Top_100,SBI Mutual Fund
01-12-2025,195.36260,125497,HDFC_Top_100,SBI Mutual Fund
30-11-2025,194.97900,125497,HDFC_Top_100,SBI Mutual Fund
28-11-2025,194.97840,125497,HDFC_Top_100,SBI Mutual Fund
27-11-2025,195.14900,125497,HDFC_Top_100,SBI Mutual Fund
26-11-2025,195.85550,125497,HDFC_Top_100,SBI Mutual Fund
25-11-2025,194.20420,125497,HDFC_Top_100,SBI Mutual Fund
24-11-2025,193.90920,125497,HDFC_Top_100,SBI Mutual Fund
21-11-2025,194.25170,125497,HDFC_Top_100,SBI Mutual Fund
20-11-2025,196.07320,125497,HDFC_Top_100,SBI Mutual Fund
19-11-2025,196.52800,125497,HDFC_Top_100,SBI Mutual Fund
18-11-2025,196.94780,125497,HDFC_Top_100,SBI Mutual Fund
17-11-2025,197.92120,125497,HDFC_Top_100,SBI Mutual Fund
14-11-2025,197.06760,125497,HDFC_Top_100,SBI Mutual Fund
13-11-2025,196.54650,125497,HDFC_Top_100,SBI Mutual Fund
12-11-2025,196.88400,125497,HDFC_Top_100,SBI Mutual Fund
11-11-2025,196.44860,125497,HDFC_Top_100,SBI Mutual Fund
10-11-2025,196.24510,125497,HDFC_Top_100,SBI Mutual Fund
07-11-2025,197.31500,125497,HDFC_Top_100,SBI Mutual Fund
06-11-2025,197.80320,125497,HDFC_Top_100,SBI Mutual Fund
04-11-2025,200.46780,125497,HDFC_Top_100,SBI Mutual Fund
03-11-2025,200.97090,125497,HDFC_Top_100,SBI Mutual Fund
31-10-2025,199.82340,125497,HDFC_Top_100,SBI Mutual Fund
30-10-2025,200.51850,125497,HDFC_Top_100,SBI Mutual Fund
29-10-2025,201.03750,125497,HDFC_Top_100,SBI Mutual Fund
28-10-2025,200.63480,125497,HDFC_Top_100,SBI Mutual Fund
27-10-2025,199.79650,125497,HDFC_Top_100,SBI Mutual Fund
24-10-2025,198.41150,125497,HDFC_Top_100,SBI Mutual Fund
23-10-2025,198.75210,125497,HDFC_Top_100,SBI Mutual Fund
20-10-2025,197.52580,125497,HDFC_Top_100,SBI Mutual Fund
17-10-2025,197.10750,125497,HDFC_Top_100,SBI Mutual Fund
16-10-2025,196.95210,125497,HDFC_Top_100,SBI Mutual Fund
15-10-2025,194.70000,125497,HDFC_Top_100,SBI Mutual Fund
14-10-2025,193.39750,125497,HDFC_Top_100,SBI Mutual Fund
13-10-2025,194.53640,125497,HDFC_Top_100,SBI Mutual Fund
10-10-2025,195.11850,125497,HDFC_Top_100,SBI Mutual Fund
09-10-2025,195.03760,125497,HDFC_Top_100,SBI Mutual Fund
08-10-2025,195.85870,125497,HDFC_Top_100,SBI Mutual Fund
07-10-2025,196.42940,125497,HDFC_Top_100,SBI Mutual Fund
06-10-2025,196.54830,125497,HDFC_Top_100,SBI Mutual Fund
03-10-2025,196.29650,125497,HDFC_Top_100,SBI Mutual Fund
01-10-2025,195.08560,125497,HDFC_Top_100,SBI Mutual Fund
30-09-2025,193.88220,125497,HDFC_Top_100,SBI Mutual Fund
26-09-2025,194.09730,125497,HDFC_Top_100,SBI Mutual Fund
25-09-2025,197.34470,125497,HDFC_Top_100,SBI Mutual Fund
24-09-2025,198.88610,125497,HDFC_Top_100,SBI Mutual Fund
23-09-2025,199.45730,125497,HDFC_Top_100,SBI Mutual Fund
22-09-2025,200.25390,125497,HDFC_Top_100,SBI Mutual Fund
19-09-2025,201.30600,125497,HDFC_Top_100,SBI Mutual Fund
18-09-2025,201.54470,125497,HDFC_Top_100,SBI Mutual Fund
17-09-2025,201.82000,125497,HDFC_Top_100,SBI Mutual Fund
16-09-2025,201.17950,125497,HDFC_Top_100,SBI Mutual Fund
15-09-2025,200.09670,125497,HDFC_Top_100,SBI Mutual Fund
12-09-2025,199.07160,125497,HDFC_Top_100,SBI Mutual Fund
11-09-2025,198.98350,125497,HDFC_Top_100,SBI Mutual Fund
10-09-2025,198.70750,125497,HDFC_Top_100,SBI Mutual Fund
09-09-2025,198.24440,125497,HDFC_Top_100,SBI Mutual Fund
08-09-2025,197.44800,125497,HDFC_Top_100,SBI Mutual Fund
05-09-2025,197.59390,125497,HDFC_Top_100,SBI Mutual Fund
04-09-2025,197.68870,125497,HDFC_Top_100,SBI Mutual Fund
03-09-2025,197.63250,125497,HDFC_Top_100,SBI Mutual Fund
02-09-2025,196.23670,125497,HDFC_Top_100,SBI Mutual Fund
01-09-2025,195.73430,125497,HDFC_Top_100,SBI Mutual Fund
31-08-2025,193.75370,125497,HDFC_Top_100,SBI Mutual Fund
29-08-2025,193.75320,125497,HDFC_Top_100,SBI Mutual Fund
28-08-2025,194.48930,125497,HDFC_Top_100,SBI Mutual Fund
26-08-2025,195.59460,125497,HDFC_Top_100,SBI Mutual Fund
25-08-2025,198.78050,125497,HDFC_Top_100,SBI Mutual Fund
22-08-2025,199.11560,125497,HDFC_Top_100,SBI Mutual Fund
21-08-2025,200.05540,125497,HDFC_Top_100,SBI Mutual Fund
20-08-2025,198.84770,125497,HDFC_Top_100,SBI Mutual Fund
19-08-2025,198.03890,125497,HDFC_Top_100,SBI Mutual Fund
18-08-2025,196.92030,125497,HDFC_Top_100,SBI Mutual Fund
14-08-2025,193.41310,125497,HDFC_Top_100,SBI Mutual Fund
13-08-2025,192.92220,125497,HDFC_Top_100,SBI Mutual Fund
12-08-2025,192.70500,125497,HDFC_Top_100,SBI Mutual Fund
11-08-2025,193.15840,125497,HDFC_Top_100,SBI Mutual Fund
08-08-2025,191.95750,125497,HDFC_Top_100,SBI Mutual Fund
07-08-2025,193.00640,125497,HDFC_Top_100,SBI Mutual Fund
06-08-2025,193.57560,125497,HDFC_Top_100,SBI Mutual Fund
05-08-2025,194.97310,125497,HDFC_Top_100,SBI Mutual Fund
04-08-2025,195.65360,125497,HDFC_Top_100,SBI Mutual Fund
01-08-2025,194.95480,125497,HDFC_Top_100,SBI Mutual Fund
31-07-2025,197.48900,125497,HDFC_Top_100,SBI Mutual Fund
30-07-2025,198.45080,125497,HDFC_Top_100,SBI Mutual Fund
29-07-2025,197.81460,125497,HDFC_Top_100,SBI Mutual Fund
28-07-2025,197.46290,125497,HDFC_Top_100,SBI Mutual Fund
25-07-2025,199.43490,125497,HDFC_Top_100,SBI Mutual Fund
24-07-2025,202.72100,125497,HDFC_Top_100,SBI Mutual Fund
23-07-2025,203.90430,125497,HDFC_Top_100,SBI Mutual Fund
22-07-2025,203.37140,125497,HDFC_Top_100,SBI Mutual Fund
21-07-2025,203.80280,125497,HDFC_Top_100,SBI Mutual Fund
18-07-2025,204.03560,125497,HDFC_Top_100,SBI Mutual Fund
17-07-2025,204.90430,125497,HDFC_Top_100,SBI Mutual Fund
16-07-2025,203.68350,125497,HDFC_Top_100,SBI Mutual Fund
15-07-2025,203.92680,125497,HDFC_Top_100,SBI Mutual Fund
14-07-2025,202.01890,125497,HDFC_Top_100,SBI Mutual Fund
11-07-2025,201.26060,125497,HDFC_Top_100,SBI Mutual Fund
10-07-2025,201.59850,125497,HDFC_Top_100,SBI Mutual Fund
09-07-2025,201.32870,125497,HDFC_Top_100,SBI Mutual Fund
08-07-2025,200.43960,125497,HDFC_Top_100,SBI Mutual Fund
07-07-2025,200.32350,125497,HDFC_Top_100,SBI Mutual Fund
04-07-2025,200.67620,125497,HDFC_Top_100,SBI Mutual Fund
03-07-2025,200.01860,125497,HDFC_Top_100,SBI Mutual Fund
02-07-2025,199.34090,125497,HDFC_Top_100,SBI Mutual Fund
01-07-2025,200.26720,125497,HDFC_Top_100,SBI Mutual Fund
30-06-2025,200.31780,125497,HDFC_Top_100,SBI Mutual Fund
27-06-2025,198.06880,125497,HDFC_Top_100,SBI Mutual Fund
26-06-2025,197.22860,125497,HDFC_Top_100,SBI Mutual Fund
25-06-2025,197.44050,125497,HDFC_Top_100,SBI Mutual Fund
24-06-2025,194.48380,125497,HDFC_Top_100,SBI Mutual Fund
23-06-2025,192.97300,125497,HDFC_Top_100,SBI Mutual Fund
20-06-2025,192.58720,125497,HDFC_Top_100,SBI Mutual Fund
19-06-2025,192.15350,125497,HDFC_Top_100,SBI Mutual Fund
18-06-2025,194.74980,125497,HDFC_Top_100,SBI Mutual Fund
17-06-2025,194.49760,125497,HDFC_Top_100,SBI Mutual Fund
16-06-2025,194.31170,125497,HDFC_Top_100,SBI Mutual Fund
13-06-2025,193.87020,125497,HDFC_Top_100,SBI Mutual Fund
12-06-2025,194.31590,125497,HDFC_Top_100,SBI Mutual Fund
11-06-2025,196.31550,125497,HDFC_Top_100,SBI Mutual Fund
10-06-2025,196.32030,125497,HDFC_Top_100,SBI Mutual Fund
09-06-2025,196.22680,125497,HDFC_Top_100,SBI Mutual Fund
06-06-2025,194.43670,125497,HDFC_Top_100,SBI Mutual Fund
05-06-2025,193.46220,125497,HDFC_Top_100,SBI Mutual Fund
04-06-2025,193.32410,125497,HDFC_Top_100,SBI Mutual Fund
03-06-2025,193.35580,125497,HDFC_Top_100,SBI Mutual Fund
02-06-2025,193.01410,125497,HDFC_Top_100,SBI Mutual Fund
31-05-2025,192.67840,125497,HDFC_Top_100,SBI Mutual Fund
30-05-2025,192.67720,125497,HDFC_Top_100,SBI Mutual Fund
29-05-2025,192.49060,125497,HDFC_Top_100,SBI Mutual Fund
28-05-2025,192.23220,125497,HDFC_Top_100,SBI Mutual Fund
27-05-2025,191.69150,125497,HDFC_Top_100,SBI Mutual Fund
26-05-2025,192.01160,125497,HDFC_Top_100,SBI Mutual Fund
23-05-2025,190.74280,125497,HDFC_Top_100,SBI Mutual Fund
22-05-2025,190.22970,125497,HDFC_Top_100,SBI Mutual Fund
21-05-2025,190.27080,125497,HDFC_Top_100,SBI Mutual Fund
20-05-2025,190.16200,125497,HDFC_Top_100,SBI Mutual Fund
19-05-2025,192.00150,125497,HDFC_Top_100,SBI Mutual Fund
16-05-2025,190.55430,125497,HDFC_Top_100,SBI Mutual Fund
15-05-2025,189.77160,125497,HDFC_Top_100,SBI Mutual Fund
14-05-2025,188.34010,125497,HDFC_Top_100,SBI Mutual Fund
13-05-2025,185.91990,125497,HDFC_Top_100,SBI Mutual Fund
12-05-2025,185.51940,125497,HDFC_Top_100,SBI Mutual Fund
09-05-2025,180.30790,125497,HDFC_Top_100,SBI Mutual Fund
08-05-2025,181.21480,125497,HDFC_Top_100,SBI Mutual Fund
07-05-2025,182.51470,125497,HDFC_Top_100,SBI Mutual Fund
06-05-2025,180.87420,125497,HDFC_Top_100,SBI Mutual Fund
05-05-2025,183.67000,125497,HDFC_Top_100,SBI Mutual Fund
02-05-2025,181.67630,125497,HDFC_Top_100,SBI Mutual Fund
30-04-2025,181.85270,125497,HDFC_Top_100,SBI Mutual Fund
29-04-2025,184.47490,125497,HDFC_Top_100,SBI Mutual Fund
28-04-2025,184.79840,125497,HDFC_Top_100,SBI Mutual Fund
25-04-2025,184.38920,125497,HDFC_Top_100,SBI Mutual Fund
24-04-2025,187.44420,125497,HDFC_Top_100,SBI Mutual Fund
23-04-2025,187.49180,125497,HDFC_Top_100,SBI Mutual Fund
22-04-2025,187.45940,125497,HDFC_Top_100,SBI Mutual Fund
21-04-2025,186.10860,125497,HDFC_Top_100,SBI Mutual Fund
17-04-2025,183.49400,125497,HDFC_Top_100,SBI Mutual Fund
16-04-2025,182.67970,125497,HDFC_Top_100,SBI Mutual Fund
15-04-2025,181.46880,125497,HDFC_Top_100,SBI Mutual Fund
11-04-2025,177.35900,125497,HDFC_Top_100,SBI Mutual Fund
09-04-2025,173.40240,125497,HDFC_Top_100,SBI Mutual Fund
08-04-2025,174.61980,125497,HDFC_Top_100,SBI Mutual Fund
07-04-2025,171.89300,125497,HDFC_Top_100,SBI Mutual Fund
04-04-2025,176.88530,125497,HDFC_Top_100,SBI Mutual Fund
03-04-2025,181.02050,125497,HDFC_Top_100,SBI Mutual Fund
02-04-2025,180.50400,125497,HDFC_Top_100,SBI Mutual Fund
01-04-2025,178.30730,125497,HDFC_Top_100,SBI Mutual Fund
31-03-2025,178.56280,125497,HDFC_Top_100,SBI Mutual Fund
28-03-2025,178.55480,125497,HDFC_Top_100,SBI Mutual Fund
27-03-2025,178.65350,125497,HDFC_Top_100,SBI Mutual Fund
26-03-2025,178.86170,125497,HDFC_Top_100,SBI Mutual Fund
25-03-2025,181.14990,125497,HDFC_Top_100,SBI Mutual Fund
24-03-2025,181.66260,125497,HDFC_Top_100,SBI Mutual Fund
21-03-2025,179.87650,125497,HDFC_Top_100,SBI Mutual Fund
20-03-2025,177.25460,125497,HDFC_Top_100,SBI Mutual Fund
19-03-2025,176.27700,125497,HDFC_Top_100,SBI Mutual Fund
18-03-2025,174.30650,125497,HDFC_Top_100,SBI Mutual Fund
17-03-2025,170.84150,125497,HDFC_Top_100,SBI Mutual Fund
13-03-2025,170.44540,125497,HDFC_Top_100,SBI Mutual Fund
12-03-2025,170.91270,125497,HDFC_Top_100,SBI Mutual Fund
11-03-2025,170.81180,125497,HDFC_Top_100,SBI Mutual Fund
10-03-2025,171.88780,125497,HDFC_Top_100,SBI Mutual Fund
07-03-2025,173.64640,125497,HDFC_Top_100,SBI Mutual Fund
06-03-2025,173.05460,125497,HDFC_Top_100,SBI Mutual Fund
05-03-2025,170.53780,125497,HDFC_Top_100,SBI Mutual Fund
04-03-2025,167.41440,125497,HDFC_Top_100,SBI Mutual Fund
03-03-2025,166.53630,125497,HDFC_Top_100,SBI Mutual Fund
28-02-2025,167.27530,125497,HDFC_Top_100,SBI Mutual Fund
27-02-2025,169.27610,125497,HDFC_Top_100,SBI Mutual Fund
25-02-2025,170.57720,125497,HDFC_Top_100,SBI Mutual Fund
24-02-2025,171.02810,125497,HDFC_Top_100,SBI Mutual Fund
21-02-2025,173.19400,125497,HDFC_Top_100,SBI Mutual Fund
20-02-2025,173.72510,125497,HDFC_Top_100,SBI Mutual Fund
19-02-2025,172.85420,125497,HDFC_Top_100,SBI Mutual Fund
18-02-2025,170.63510,125497,HDFC_Top_100,SBI Mutual Fund
17-02-2025,172.60170,125497,HDFC_Top_100,SBI Mutual Fund
14-02-2025,173.70270,125497,HDFC_Top_100,SBI Mutual Fund
13-02-2025,177.22140,125497,HDFC_Top_100,SBI Mutual Fund
12-02-2025,178.06730,125497,HDFC_Top_100,SBI Mutual Fund
11-02-2025,178.80970,125497,HDFC_Top_100,SBI Mutual Fund
10-02-2025,183.49470,125497,HDFC_Top_100,SBI Mutual Fund
07-02-2025,186.60010,125497,HDFC_Top_100,SBI Mutual Fund
06-02-2025,188.22360,125497,HDFC_Top_100,SBI Mutual Fund
05-02-2025,188.00120,125497,HDFC_Top_100,SBI Mutual Fund
04-02-2025,187.74020,125497,HDFC_Top_100,SBI Mutual Fund
03-02-2025,186.58870,125497,HDFC_Top_100,SBI Mutual Fund
31-01-2025,185.89270,125497,HDFC_Top_100,SBI Mutual Fund
30-01-2025,183.94810,125497,HDFC_Top_100,SBI Mutual Fund
29-01-2025,184.47400,125497,HDFC_Top_100,SBI Mutual Fund
28-01-2025,179.99810,125497,HDFC_Top_100,SBI Mutual Fund
27-01-2025,181.15050,125497,HDFC_Top_100,SBI Mutual Fund
24-01-2025,184.83570,125497,HDFC_Top_100,SBI Mutual Fund
23-01-2025,187.60260,125497,HDFC_Top_100,SBI Mutual Fund
22-01-2025,186.99250,125497,HDFC_Top_100,SBI Mutual Fund
21-01-2025,189.03020,125497,HDFC_Top_100,SBI Mutual Fund
20-01-2025,191.86990,125497,HDFC_Top_100,SBI Mutual Fund
17-01-2025,190.54740,125497,HDFC_Top_100,SBI Mutual Fund
16-01-2025,191.54610,125497,HDFC_Top_100,SBI Mutual Fund
15-01-2025,190.29080,125497,HDFC_Top_100,SBI Mutual Fund
14-01-2025,189.43940,125497,HDFC_Top_100,SBI Mutual Fund
13-01-2025,187.97080,125497,HDFC_Top_100,SBI Mutual Fund
10-01-2025,194.09510,125497,HDFC_Top_100,SBI Mutual Fund
09-01-2025,197.39780,125497,HDFC_Top_100,SBI Mutual Fund
08-01-2025,199.10830,125497,HDFC_Top_100,SBI Mutual Fund
07-01-2025,201.51000,125497,HDFC_Top_100,SBI Mutual Fund
06-01-2025,199.93250,125497,HDFC_Top_100,SBI Mutual Fund
03-01-2025,204.74730,125497,HDFC_Top_100,SBI Mutual Fund
02-01-2025,204.95800,125497,HDFC_Top_100,SBI Mutual Fund
01-01-2025,204.01330,125497,HDFC_Top_100,SBI Mutual Fund
31-12-2024,202.02500,125497,HDFC_Top_100,SBI Mutual Fund
30-12-2024,200.94740,125497,HDFC_Top_100,SBI Mutual Fund
27-12-2024,202.27440,125497,HDFC_Top_100,SBI Mutual Fund
26-12-2024,201.17120,125497,HDFC_Top_100,SBI Mutual Fund
24-12-2024,201.91170,125497,HDFC_Top_100,SBI Mutual Fund
23-12-2024,201.82350,125497,HDFC_Top_100,SBI Mutual Fund
20-12-2024,203.86390,125497,HDFC_Top_100,SBI Mutual Fund
19-12-2024,208.18140,125497,HDFC_Top_100,SBI Mutual Fund
18-12-2024,208.90390,125497,HDFC_Top_100,SBI Mutual Fund
17-12-2024,209.14900,125497,HDFC_Top_100,SBI Mutual Fund
16-12-2024,209.93610,125497,HDFC_Top_100,SBI Mutual Fund
13-12-2024,209.47050,125497,HDFC_Top_100,SBI Mutual Fund
12-12-2024,209.13640,125497,HDFC_Top_100,SBI Mutual Fund
11-12-2024,210.48870,125497,HDFC_Top_100,SBI Mutual Fund
10-12-2024,210.19360,125497,HDFC_Top_100,SBI Mutual Fund
09-12-2024,209.11880,125497,HDFC_Top_100,SBI Mutual Fund
06-12-2024,207.77930,125497,HDFC_Top_100,SBI Mutual Fund
05-12-2024,206.96340,125497,HDFC_Top_100,SBI Mutual Fund
04-12-2024,206.87990,125497,HDFC_Top_100,SBI Mutual Fund
03-12-2024,205.61420,125497,HDFC_Top_100,SBI Mutual Fund
02-12-2024,203.06620,125497,HDFC_Top_100,SBI Mutual Fund
30-11-2024,203.23060,125497,HDFC_Top_100,SBI Mutual Fund
29-11-2024,203.22980,125497,HDFC_Top_100,SBI Mutual Fund
28-11-2024,202.20460,125497,HDFC_Top_100,SBI Mutual Fund
27-11-2024,202.23030,125497,HDFC_Top_100,SBI Mutual Fund
26-11-2024,201.59810,125497,HDFC_Top_100,SBI Mutual Fund
25-11-2024,201.24270,125497,HDFC_Top_100,SBI Mutual Fund
22-11-2024,196.96790,125497,HDFC_Top_100,SBI Mutual Fund
21-11-2024,196.01740,125497,HDFC_Top_100,SBI Mutual Fund
19-11-2024,196.91490,125497,HDFC_Top_100,SBI Mutual Fund
18-11-2024,194.96320,125497,HDFC_Top_100,SBI Mutual Fund
14-11-2024,195.88250,125497,HDFC_Top_100,SBI Mutual Fund
13-11-2024,194.60350,125497,HDFC_Top_100,SBI Mutual Fund
12-11-2024,198.66500,125497,HDFC_Top_100,SBI Mutual Fund
